Plant ID,Plant name (English),Country,Coordinate accuracy,Status,Start date,Plant age (years),Nominal crude steel capacity (ttpa),Nominal BOF steel capacity (ttpa),Nominal EAF steel capacity (ttpa),Nominal OHF steel capacity (ttpa),Nominal iron capacity (ttpa),Nominal BF capacity (ttpa),Nominal DRI capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Main production process,country,y,x
SIN00032,Neelachal Ispat Nigam steel plant,India,exact,operating,1982,41,1100,1100,,,1100,1100,,,1710,880,,crude; semi-finished,integrated (BF),IN,20.998641, 86.019102
SIN00035,Jindal Stainless Odisha steel plant,India,exact,operating,1970,53,1100,,1100,,,,,250,,,,semi-finished; finished rolled,electric,IN,20.954939, 86.051986
SIN00021,Tata Steel Kalinganagar steel plant,India,exact,operating,2016,7,3000,3000,,,3000,3000,,,>0,>0,unknown,finished rolled,integrated (BF),IN,20.970411, 86.015211
SIN00051,Mesco Steel Kalinganagar plant,India,exact,operating,2005,18,1250,1200,,,1200,1200,,,770,,unknown,crude; semi-finished,integrated (BF),IN,20.976277, 86.044419
SIN00037,Tata Sponge Iron Odisha plant,India,exact,operating,1982,41,,,,,400,,400,,unknown,unknown,unknown,crude,ironmaking (DRI),IN,22.055716, 85.466124
SIN00046,Sree Metaliks Barbil steel plant,India,exact,operating,2001,22,700,unknown,unknown,,270,30,240,,unknown,unknown,unknown,crude; semi-finished,integrated (BF and DRI),IN,21.991810, 85.325375
SIN00055,Orissa Sponge Iron & Steel plant,India,exact,operating,1979,44,100,,100,,250,,250,,unknown,unknown,unknown,crude; semi-finished,integrated (DRI),IN,21.801994, 85.567510
SIN00002,Tata Steel BSL Dhenkanal plant,India,exact,operating,2004,19,5600,>0,>0,,7525,5700,1825,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF and DRI),IN,20.796053, 85.260382
SIN00019,SAIL Rourkela steel plant,India,exact,operating,1959,64,4200,4200,,,4500,4500,,,6770,768,unknown,semi-finished; finished rolled,integrated (BF),IN,22.210804, 84.868950
SIN00054,Jai Balaji Jyoti Steels plant,India,exact,operating,2003,20,92.4,,92.4,,120,,120,,,,,crude; semi-finished; finished rolled,integrated (DRI),IN,22.085338, 84.861840
SIN00001,JSW BPSL Odisha steel plant,India,exact,operating,2005,18,3500,1200,2300,,4150,2350,1800,,>0,>0,>0,crude; semi-finished; finished rolled,integrated (BF and DRI),IN,21.763989, 84.022529
SIN00009,JSW Steel Salem steel plant,India,exact,operating,2010,13,1030,,,,945,945,,,1235,500,,semi-finished; finished rolled,integrated (BF),IN,11.814912, 77.918465
SIN00009-1,JSW Steel Salem steel plant BF and EOF expansion,India,exact,operating,2020,3,230,,,,421,421,,,1060,,,semi-finished; finished rolled,integrated (BF),IN,11.814912, 77.918465
SIN00015,SAIL IISCO steel plant,India,exact,operating,1918,105,2500,2500,,,2700,2700,,,3880,880,unknown,semi-finished,integrated (BF),IN,23.673236, 86.926179
SIN00018,SAIL Durgapur steel plant,India,exact,operating,1959,64,2200,2200,,,2400,2400,,,3300,1700,>0,crude; semi-finished,integrated (BF),IN,23.548430, 87.245247
SIN00041,SAIL Alloy Steel Plant,India,exact,operating,1965,58,230,,230,,,,,unknown,,,,semi-finished; finished rolled,electric,IN,23.522882, 87.275935
SIN00041-1,SAIL Alloy Steel Plant EAF expansion,India,exact,operating,2021,2,270,,270,,,,,unknown,,,,,electric,IN,23.522882, 87.275935
SIN00052,Jai Balaji Durgapur steel plant,India,exact,operating,2009,14,780,,450,,894,613,281,40,1208,>0,600,crude; semi-finished; finished rolled,integrated (BF),IN,23.487077, 87.369565
SIN00057,Shyam Steel Durgapur plant,India,exact,operating,1953,70,700,,700,,800,,800,>0,>0,unknown,>0,crude; semi-finished; finished rolled,integrated (DRI),IN,23.508440, 87.282253
SIN00038,Tata Metaliks West Bengal steel plant,India,exact,operating,1990,33,255,unknown,unknown,,600,600,,,unknown,233,unknown,crude; semi-finished,integrated (BF),IN,22.385611, 87.287179
SIN00045,Ramsarup Lohh Udyog West Bengal steel plant,India,exact,operating,2007,16,,,,,482.5,300,182.5,,900,,,semi-finished; finished rolled,integrated (BF and DRI),IN,22.977477, 88.457443
SIN00047,Rashmi Metaliks Kharagpur steel plant,India,exact,operating,2004,19,1500,unknown,unknown,,1700,200,1500,>0,>0,,2100,crude; semi-finished; finished rolled,integrated (BF and DRI),IN,22.360664, 87.295932
SID00003,Krakatau Steel Cilegon plant,Indonesia,exact,operating,1970,53,3075,,3075,,2550,1200,1350,,unknown,,unknown,finished rolled,integrated (DRI),ID,-6.007021, 106.001766
SID00004,KS Posco Cilegon steel plant,Indonesia,exact,operating,2013,10,3000,3000,,,3000,3000,,,unknown,unknown,unknown,crude; semi-finished,integrated (BF),ID,-5.998661, 105.998660
SID00006,Dexin Steel Morowali plant,Indonesia,exact,operating,2020,3,3500,3500,,,3040,3040,,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF),ID,-2.829514, 122.174896
SID00002,Jakarta Prima Steel Industries plant,Indonesia,exact,operating,1972,51,900,,900,,,,,,,,,unknown,electric,ID,-6.181643, 106.932331
SID00005,CNR Mandan Steel South Kalimantan plant,Indonesia,approximate,operating,2014,9,1000,1000,,,1000,1000,,,unknown,unknown,unknown,semi-finished,integrated (BF),ID,-3.339296, 115.927125
SID00001,Gunung Raja Paksi West Java steel plant,Indonesia,exact,operating,1986,37,2800,1600,1200,,>0,>0,,,>0,>0,>0,semi-finished; finished rolled,integrated (BF),ID,-6.282658, 107.117683
SJP00044,Chubu Steel Plate Nagoya plant,Japan,exact,operating,1959,64,700,,700,,,,,,,,,finished rolled,electric,JP,35.118836, 136.867567
SJP00031,Tokyo Steel Tahara plant,Japan,exact,operating,2009,14,2500,,2500,,,,,,,,,semi-finished; finished rolled,electric,JP,34.702012, 137.249114
SJP00001,Aichi Steel Chita Plant (Tokai),Japan,exact,operating,1943,80,1495,,1495,,,,,,,,,semi-finished; finished rolled,electric,JP,35.044558, 136.900772
SJP00002,Daido Steel Chita plant (Tokai),Japan,exact,operating,1962,61,1500,,1500,,,,,,,,,finished rolled,electric,JP,35.016404, 136.864744
SJP00021,Nippon East Japan Works (Nagoya) steel plant,Japan,exact,operating,1961,62,6000,6000,,,8840.822,8840.822,,,>0,800,unknown,semi-finished; finished rolled,integrated (BF),JP,35.027575, 136.870552
SJP00043,Kyoei Steel Nagoya Division (Tokai),Japan,exact,operating,1984,39,1264.9999999999998,,1265,,,,,,,,,finished rolled,electric,JP,35.065055, 136.815384
SJP00033,Topy Industries Toyohashi steel plant,Japan,exact,operating,1958,65,960,,960,,,,,,,,,semi-finished; finished rolled,electric,JP,34.719644, 137.322259
SJP00006,JFE West Japan Works (Fukuyama) steel plant,Japan,exact,operating,1965,58,13000,13000,,,13438.2,13438.2,,,>0,720,,semi-finished; finished rolled,integrated (BF),JP,34.465222, 133.431205
SJP00003,JFE Bars & Shapes Mizushima Works steel plant,Japan,exact,operating,1967,56,950,,950,,,,,,,,,semi-finished; finished rolled,electric,JP,34.503883, 133.710136
SJP00005,JFE West Japan Works (Kurashiki) steel plant,Japan,exact,operating,2003,20,10000,10000,,,11284,11284,,,>0,>0,,semi-finished; finished rolled,integrated (BF),JP,34.501198, 133.722123
SJP00030,Tokyo Steel Okayama plant,Japan,exact,operating,1962,61,1300,,1300,,,,,,,,,semi-finished; finished rolled,electric,JP,34.515062, 133.745525
SJP00042,Kyoei Steel Yamaguchi Division (Yamaguchi),Japan,exact,operating,1972,51,574.9999999999999,,575,,,,,,,,,finished rolled,electric,JP,33.976513, 131.173031
SJP00020,North Nippon Muroran Works steel plant,Japan,exact,operating,1909,114,2598,1448,1150,,2300,2300,,,unknown,>0,unknown,semi-finished; finished rolled,integrated (BF),JP,42.341873, 140.997803
SJP00011,JFE Bars & Shapes Himeji Works steel plant,Japan,exact,operating,unknown,unknown,950,,950,,,,,,,,,semi-finished; finished rolled,electric,JP,34.784113, 134.658493
SJP00018,Nippon Setouchi Works (Hirohata Area) steel plant,Japan,exact,operating,1939,84,2816,2816,,,,,,,,,,semi-finished; finished rolled,oxygen,JP,34.786879, 134.625301
SJP00028,Nippon Sanyo Special Steel,Japan,exact,operating,1933,90,1596,,1596,,,,,>0,,,,semi-finished; finished rolled,electric,JP,34.788074, 134.672046
SJP00034,Yamato Steel Himeji Plant,Japan,exact,operating,1961,62,1495,,1495,,,,,,,,,semi-finished; finished rolled,electric,JP,34.783319, 134.604616
SJP00036,Godo Steel Himeji Works,Japan,exact,operating,1978,45,805,,805,,,,,,,,,semi-finished; finished rolled,electric,JP,34.783057, 134.669411
SJP00014,Kobe Kakogawa Works steel plant,Japan,exact,operating,1970,53,6000,6000,,,11953.775999999998,11953.776,,,>0,>0,>0,semi-finished; finished rolled,integrated (BF),JP,34.720268, 134.826275
SJP00015,Kobe Wire Rod & Bar steel plant,Japan,exact,operating,1959,64,1200,1200,,,1533.1299999999999,1533.13,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),JP,34.703624, 135.247207
SJP00035,Godo Steel Osaka Works,Japan,exact,operating,1937,86,805,,805,,,,,,,,,semi-finished; finished rolled,electric,JP,34.693045, 135.428537
SJP00038,Nippon Steel Wakayama Area (Sakai) plant,Japan,exact,operating,1961,62,3450,,3450,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,JP,34.598220, 135.454390
SJP00039,Nakayama Steel Products Osaka plant,Japan,exact,operating,1950,73,600,,600,,,,,,,,,semi-finished; finished rolled,electric,JP,34.699762, 135.430119
SJP00040,Nakayama Steel Works Osaka,Japan,exact,operating,1929,94,660,,660,,,,,,,,unknown,crude; semi-finished; finished rolled,electric,JP,34.628162, 135.459688
SJP00041,Kyoei Steel Hirakata Division (Osaka),Japan,exact,operating,1962,61,805,,805,,,,,,,,,finished rolled,electric,JP,34.816321, 135.677444
SJP00026,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Japan,exact,operating,1942,81,5490,4570,920,,2738,2738,,,>0,>0,,semi-finished; finished rolled,integrated (BF),JP,34.233519, 135.135443
SJP00004,JFE East Japan Works (Chiba) steel plant,Japan,exact,operating,1951,72,4500,4500,,,4688.9619999999995,4688.962,,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF),JP,35.580917, 140.104196
SJP00037,Godo Steel Funabashi Works,Japan,exact,operating,unknown,unknown,1149.9999999999998,,1150,,,,,,,,,semi-finished; finished rolled,electric,JP,35.697541, 139.964104
SJP00012,JFE Bars & Shapes Kashima Works steel plant,Japan,exact,operating,unknown,unknown,950,,950,,,,,,,,,semi-finished; finished rolled,electric,JP,35.882023, 140.731707
SJP00024,Nippon East Japan Works (Kashima) steel plant,Japan,exact,operating,1969,54,7162,7162,,,9792,9792,,,>0,920,unknown,semi-finished; finished rolled,integrated (BF),JP,35.934370, 140.681019
SJP00007,JFE East Japan Works (Keihin) steel plant,Japan,exact,operating,1971,52,4075,3500,575,,4543,4543,,,>0,>0,,semi-finished; finished rolled,integrated (BF),JP,35.480690, 139.729684
SJP00019,Nippon East Japan Works (Kimitsu) steel plant,Japan,exact,operating,1965,58,10000,10000,,,9138.47,9138.47,,,13200,1800,unknown,semi-finished; finished rolled,integrated (BF),JP,35.360912, 139.881953
SJP00013,JFE Bars & Shapes Toubu Works steel plant,Japan,exact,operating,unknown,unknown,950,,950,,,,,,,,,semi-finished; finished rolled,electric,JP,35.813807, 139.883129
SJP00032,Tokyo Steel Utsunomiya plant,Japan,exact,operating,1995,28,1300,,1300,,,,,,,,,semi-finished; finished rolled,electric,JP,36.540425, 139.993079
SJP00023,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Japan,exact,operating,1901,122,3727,3727,,,4543,4543,,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),JP,33.911803, 130.838014
SJP00029,Tokyo Steel Kyushu plant,Japan,exact,operating,1969,54,1200,,1200,,,,,,,,,semi-finished; finished rolled,electric,JP,33.881431, 130.755978
SJP00022,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Japan,exact,operating,1971,52,10000,10000,,,10564.699999999999,10564.7,,,7358,>0,unknown,semi-finished; finished rolled,integrated (BF),JP,33.260829, 131.645527
SJP00008,JFE Sendai Works steel plant,Japan,exact,operating,unknown,unknown,852,,852,,,,,,,,,semi-finished; finished rolled,electric,JP,38.265706, 141.012963
SMY00008,Lion Industries Antara Johor steel plant,Malaysia,exact,operating,1993,30,1050,,1050,,,,,,,,,semi-finished; finished rolled,electric,MY,1.451512, 103.917306
SMY00009,Esteel Antara Labuan iron plant,Malaysia,exact,operating,1984,39,,,,,900,,900,,unknown,,unknown,crude,ironmaking (DRI),MY,5.253839, 115.242717
SMY00015,Alliance Steel Kuantan plant,Malaysia,exact,operating,2017,6,3500,3500,,,3500,3500,,,>0,>0,,finished rolled,integrated (BF),MY,4.007595, 103.344458
SMY00013,Ann Joo Integrated Steel Penang plant,Malaysia,exact,operating,2007,16,500,,500,,500,500,,,>0,unknown,unknown,crude; semi-finished,integrated (BF),MY,5.380391, 100.377598
SMY00015,Southern Steel Prai Penang plant,Malaysia,exact,operating,unknown,unknown,1400,,1400,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,MY,5.399453, 100.382177
SMY00001,Lion Industries Amsteel Banting steel plant,Malaysia,approximate,operating,2001,22,1250,,1250,,,,,,,,,semi-finished; finished rolled,electric,MY,2.812908, 101.4995916
SMY00004,Lion Industries Megasteel plant,Malaysia,exact,operating,1930,93,3200,,3200,,1540,,1540,>0,,,,crude; semi-finished; finished rolled,integrated (DRI),MY,2.8072653, 101.6055808
SMY00002,Lion Industries Amsteel Klang steel plant,Malaysia,exact,operating,1982,41,750,,750,,,,,,,,,semi-finished; finished rolled,electric,MY,3.069682, 101.456474
SMY00011,Malaysia Steel Works Klang,Malaysia,exact,operating,1998,25,800,,800,,,,,>0,unknown,,unknown,semi-finished,electric,MY,3.077835, 101.464480
SMY00016,Malaysia Steel Works Petaling Jaya,Malaysia,exact,operating,unknown,unknown,680,,680,,,,,>0,unknown,,unknown,semi-finished,electric,MY,3.085282, 101.630503
SMY00014,Ann Joo Steel Selangor plant,Malaysia,exact,operating,1961,62,820,,820,,,,,,,,,semi-finished; finished rolled,electric,MY,3.042585, 101.537011
SMY00012,Eastern Steel Kemaman plant,Malaysia,exact,operating,2015,8,700,>0,>0,,700,700,,,>0,unknown,unknown,semi-finished,integrated (BF),MY,4.285062, 103.432551
SMY00005,Maju Perwaja Steel plant,Malaysia,exact,operating,1982,41,1500,,1500,,1200,,1200,,unknown,,unknown,crude; semi-finished; finished rolled,integrated (DRI),MY,4.264364, 103.461728
SNZ00001,BlueScope New Zealand Steel Glenbrook,New Zealand,exact,operating,1969,54,650,650,,,650,,650,,,,,semi-finished; finished rolled,integrated (DRI),NZ,-37.206878, 174.728098
SKP00001,Ch'ŏngjin Ironworks steel plant,North Korea,exact,operating,1942,81,2000,>0,>0,,>0,,>0,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (DRI),KP,41.777936, 129.792399
SKP00006,Kim Chaek Iron and Steel Complex steel plant,North Korea,exact,operating,1938,85,6000,>0,unknown,>0,>0,>0,unknown,,unknown,,unknown,semi-finished; finished rolled,integrated (BF),KP,41.753784, 129.752681
SKP00002,Hwanghae Iron and Steel Complex steel plant,North Korea,exact,operating,1914,109,960,,unknown,>0,>0,>0,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,integrated (BF),KP,38.742224, 125.616814
SKP00003,Kangson Works steel plant,North Korea,approximate,operating,unknown,unknown,1000,>0,>0,,unknown,,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,"electric, oxygen",KP,38.729864, 125.414672
SKP00005,Ch'ollima Steel Complex steel plant,North Korea,approximate,operating,1956,67,760,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,semi-finished; finished rolled,unknown,KP,38.729864, 125.414672
SPK00004,Ittehad Steel Faisalabad plant,Pakistan,exact,operating,1978,45,400,,400,,,,,,unknown,,unknown,finished rolled,electric,PK,31.643426, 73.198542
SPK00003,Agha Steel Industries Karachi plant,Pakistan,exact,operating,2012,11,700,,700,,,,,,,,,semi-finished; finished rolled,electric,PK,24.841851, 67.310159
SPK00002,Pakistan Steel Mills Karachi,Pakistan,exact,operating,1981,42,3000,3000,,,1200,1200,,,>0,960,unknown,semi-finished; finished rolled,integrated (BF),PK,24.809977, 67.352440
SPH00003,SteelAsia Calaca plant,Philippines,exact,operating,1999,24,500,,500,,,,,,,,,finished rolled,electric,PH,13.922346, 120.823796
SSG00001,Natsteel Singapore plant,Singapore,exact,operating,1961,62,800,,800,,,,,,,,,finished rolled,electric,SG,1.30674117443, 103.700300278
SKR00017,SeAH Steel Pohang plant,South Korea,exact,operating,1978,45,1200,,1200,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,KR,35.991176, 129.375791
SKR00003,Dongkuk Steel Pohang steel plant,South Korea,exact,operating,1991,32,1400,,1400,,,,,,,,,finished rolled,electric,KR,36.001470, 129.397609
SKR00008,Hyundai Steel Pohang steel plant,South Korea,exact,operating,unknown,unknown,3200,,3200,,,,,,,,,finished rolled,electric,KR,36.004981, 129.384829
SKR00011,POSCO Pohang steel plant,South Korea,exact,operating,1973,50,17400,17400,,,15000,15000,,,unknown,unknown,unknown,finished rolled,integrated (BF),KR,36.009310, 129.394508
SKR00012,SeAH Besteel Gunsan steel plant,South Korea,exact,operating,1997,26,2100,,2100,,,,,,,,,finished rolled,electric,KR,35.968596, 126.609524
SKR00015,KG Dongbu Steel Incheon steel plant,South Korea,exact,operating,2009,14,700,,700,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,KR,37.482625, 126.670175
SKR00002,Dongkuk Steel Incheon steel plant,South Korea,exact,operating,1972,51,2200,,2200,,,,,,,,,finished rolled,electric,KR,37.486465, 126.638607
SKR00007,Hyundai Steel Incheon steel plant,South Korea,exact,operating,1953,70,4800,,4800,,,,,,,,,finished rolled,electric,KR,37.489678, 126.637942
SKR00016,Hansco Hwangyoung Steel Dangjin plant,South Korea,exact,operating,1993,30,800,,800,,,,,unknown,,,,semi-finished; finished rolled,electric,KR,36.956486, 126.616956
SKR00001,KG Dongbu Steel Dangjin steel plant,South Korea,exact,operating,1999,24,3000,,3000,,,,,,,,,semi-finished; finished rolled,electric,KR,36.983721, 126.744755
SKR00006,Hyundai Steel Dangjin steel plant,South Korea,exact,operating,2006,17,16600,12600,4000,,12000,12000,,,>0,>0,unknown,semi-finished; finished rolled,integrated (BF),KR,36.986282, 126.697350
SKR00014,YK Steel Busan plant,South Korea,exact,operating,1966,57,2110,,2110,,,,,,,,,semi-finished; finished rolled,electric,KR,35.083819, 128.989034
SKR00009,KISCO steel Changwon plant,South Korea,exact,operating,1965,58,3000,,3000,,,,,,,,,semi-finished; finished rolled,electric,KR,35.216552, 128.640158
SKR00013,SeAH Changwon Integrated Special Steel plant,South Korea,exact,operating,1966,57,1200,,1200,,,,,,,,,finished rolled,electric,KR,35.204191, 128.604277
SKR00010,POSCO Gwangyang steel plant,South Korea,exact,operating,1987,36,23000,23000,>0,,21000,21000,unknown,54,unknown,unknown,unknown,finished rolled,integrated (BF),KR,34.920086, 127.748650
STW00005,E-Top Metal Changhua plant,Taiwan,exact,operating,unknown,unknown,600,,600,,,,,,unknown,unknown,unknown,finished rolled,electric,TW,24.167872, 120.505482
STW00006,Tung Ho Steel Taoyuan Plant,Taiwan,exact,operating,1987,36,1200,,1200,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TW,25.067119, 121.141176
STW00004,Yieh United Steel Kaohsiung plant,Taiwan,exact,operating,1988,35,1000,1000,,,1000,1000,,,unknown,unknown,unknown,finished rolled,integrated (BF),TW,22.830857, 120.300604
STW00001,China Steel Structure Kaohsiung plant,Taiwan,exact,operating,1979,44,10100,10100,,,10100,10100,,,>0,>0,,unknown,integrated (BF),TW,22.780620, 120.357461
STW00007,Tung Ho Steel Miaoli Factory,Taiwan,exact,operating,1991,32,1200,,1200,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TW,24.568401, 120.74062
STW00003,Feng Hsin Steel Taichung plant,Taiwan,exact,operating,1971,52,1200,,1200,,unknown,,unknown,,,,,semi-finished; finished rolled,electric,TW,24.312870, 120.712774
STW00002,China Steel Dragon Steel Taichung plant,Taiwan,exact,operating,1993,30,6080,5000,1080,,5050,5050,,,6200,2118,,semi-finished; finished rolled,integrated (BF),TW,24.226897, 120.493911
STW00008,Tung Ho Steel Kaohsiung Plant,Taiwan,exact,operating,1974,49,700,,700,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TW,22.563095, 120.362654
STH00009,UMC Metals Chon Buri plant,Thailand,exact,operating,1994,29,805,,805,,,,,unknown,unknown,,unknown,semi-finished; finished rolled,electric,TH,13.275832, 100.969791
STH00005,Tata Steel Manufacturing (Thailand) NTS Plant,Thailand,exact,operating,1988,35,800,,800,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TH,13.052398, 101.086795
STH00002,Nippon GJS steel plant,Thailand,exact,operating,1997,26,1500,,1500,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TH,13.054668, 101.078842
STH00006,Tata Steel Manufacturing (Thailand) SCSC Plant,Thailand,exact,operating,1989,34,550,,550,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,TH,12.677582, 101.149401
STH00003,Siam Yamato Steel I plant,Thailand,exact,operating,1992,31,550,,550,,,,,,,,,semi-finished; finished rolled,electric,TH,12.674898, 101.147002
STH00004,Siam Yamato Steel II plant,Thailand,exact,operating,1992,31,550,,550,,,,,,,,,semi-finished; finished rolled,electric,TH,12.706642, 101.111703
STH00008,Millcon Steel plant,Thailand,exact,operating,1998,25,800,,800,,,,,unknown,unknown,,unknown,finished rolled,electric,TH,12.819544, 101.152954
STH00001,Nippon G Steel plant,Thailand,exact,operating,1999,24,1800,,1800,,,,,>0,unknown,unknown,unknown,semi-finished; finished rolled,electric,TH,12.793786, 101.244592
STH00007,Bangkok Steel Industry plant,Thailand,exact,operating,1973,50,1000,,1000,,,,,unknown,unknown,,unknown,finished rolled,electric,TH,13.647672, 100.553882
SVN00002,Pomina Steel 2 Phu My plant,Vietnam,exact,operating,1999,24,500,,500,,,,,,,,,finished rolled,electric,VN,10.601568, 107.045491
SVN00004,Tung Ho Steel Phu My plant,Vietnam,exact,operating,2012,11,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,VN,10.551445, 107.043680
SVN00003,Pomina Steel 3 Phu My plant,Vietnam,exact,operating,2012,11,1000,,1000,,1000,1000,,,unknown,unknown,unknown,semi-finished,integrated (BF),VN,10.577042, 107.040324
SVN00010,POSCO Vietnam Phu My steel plant,Vietnam,exact,operating,2015,8,1000,,1000,,,,,,,,,semi-finished; finished rolled,electric,VN,10.560316, 107.02684
SVN00011,VNSteel Southern Steel Company plant,Vietnam,exact,operating,2017,6,550,,550,,,,,,,,,finished rolled,electric,VN,10.576597, 107.028995
SVN00013,Vina Kyoei Steel Phu My plant,Vietnam,exact,operating,1996,27,900,,900,,,,,,unknown,,unknown,semi-finished; finished rolled,electric,VN,10.601423, 107.040679
SVN00008,VAS Tue Minh Steel Binh Duong plant,Vietnam,exact,operating,2016,7,500,,500,,,,,,,,,semi-finished; finished rolled,electric,VN,11.113343, 106.831064
SVN00007,VAS An Hung Tuong Steel Binh Duong plant,Vietnam,exact,operating,1988,35,500,,500,,,,,,,,,semi-finished; finished rolled,electric,VN,11.054204, 106.615962
SVN00001,Formosa Ha Tinh Steel plant,Vietnam,exact,operating,2008,15,7500,7500,,,7500,7500,,,10000,300,,semi-finished; finished rolled,integrated (BF),VN,18.036333, 106.428271
SVN00009,Hoa Phat Hai Duong Steel plant,Vietnam,exact,operating,2007,16,2500,2500,,,1700,1700,,unknown,300,unknown,unknown,finished rolled,integrated (BF),VN,21.015360, 106.536023
SVN00014,Lao Cai Cast Iron and Steel Plant,Vietnam,exact,operating,2014,9,500,500,,,500,500,,,unknown,unknown,unknown,unknown,integrated (BF),VN,22.306931, 104.129920
SVN00005,Hoa Phat Dung Quat steel plant,Vietnam,exact,operating,2017,6,5600,5600,,,4000,4000,unknown,,unknown,>0,unknown,finished rolled,integrated (BF),VN,15.377680, 108.793321
SVN00015,Thai Nguyen Iron & Steel plant,Vietnam,exact,operating,1963,60,500,240,260,,442,420,22,unknown,120,130,unknown,unknown,integrated (BF and DRI),VN,21.557484, 105.872800
SVN00006,VAS Nghi Son Cast Iron and Steel plant,Vietnam,exact,operating,2018,5,3150,,3150,,,,,,unknown,unknown,unknown,semi-finished; finished rolled,electric,VN,19.326924, 105.777449
SAR00002,TenarisSiderca Campana steel plant,Argentina,exact,operating,1962,61,1300,,1300,,610,,610,,,,,finished rolled,integrated (DRI),AR,-34.152554, -58.977388
SAR00003,Ternium Siderar San Nicolás steel plant,Argentina,exact,operating,1960,63,3200,3200,,,3220,3220,,,1480,1040,unknown,finished rolled,integrated (BF),AR,-33.373650, -60.138697
SAR00004,Gerdau Sipar Pérez steel plant,Argentina,exact,operating,2017,6,650,,650,,,,,,,,,semi-finished; finished rolled,electric,AR,-32.9912336,-60.7588733
SAR00001,ArcelorMittal Acindar Villa Constitución steel plant,Argentina,exact,operating,1946,77,1750,,1750,,600,,600,,,,,finished rolled,integrated (DRI),AR,-33.249936, -60.300415
SBR00008,ArcelorMittal Pecém steel plant,Brazil,exact,operating,2016,7,3000,3000,,,3192,3192,,,4747,1130,unknown,semi-finished; finished rolled,integrated (BF),BR,-3.585917, -38.858932
SBR00020,Simec Cariacica steel plant,Brazil,exact,operating,1942,81,600,,600,,,,,,,,,finished rolled,electric,BR,-20.342910, -40.360864
SBR00002,ArcelorMittal Tubarão steel plant,Brazil,exact,operating,1983,40,7500,7500,,,7280,7280,,,6500,3254,,semi-finished; finished rolled,integrated (BF),BR,-20.253447, -40.242298
SBR00014,AVB Açailândia steel plant,Brazil,exact,operating,2015,8,600,600,,,720,720,,,,,,semi-finished; finished rolled,integrated (BF),BR,-4.874373,-47.4073517
SBR00022,Viena Açailândia iron works,Brazil,exact,operating,1988,35,,,,,500,500,,,219,,,unknown,ironmaking (BF),BR,-4.887877, -47.392157
SBR00015,Gerdau Divinópolis steel plant,Brazil,exact,operating,1953,70,600,600,,,430,430,,,,,,finished rolled,integrated (BF),BR,-20.153931, -44.878995
SBR00011,Usiminas Ipatinga steel plant,Brazil,exact,operating,1962,61,5000,5000,,,3620,3620,,,5814,1463,unknown,semi-finished; finished rolled,integrated (BF),BR,-19.491277, -42.544253
SBR00012,Vallourec Jeceaba steel plant,Brazil,exact,operating,2011,12,1000,,1000,,350,350,,,,,>0,finished rolled,integrated (BF),BR,-20.582683, -43.971555
SBR00003,ArcelorMittal Monlevade steel plant,Brazil,exact,operating,1937,86,1200,1200,,,1040,1040,,,1827,,,finished rolled,integrated (BF),BR,-19.832129, -43.130164
SBR00013,ArcelorMittal Juiz de Fora steel plant,Brazil,exact,operating,1984,39,1100,,1100,,360,360,,,,,,finished rolled,integrated (BF),BR,-21.626963, -43.462361
SBR00001,Gerdau Açominas Ouro Branco steel plant,Brazil,exact,operating,1986,37,4500,4500,,,4429,4429,,,5649,1595,unknown,semi-finished; finished rolled,integrated (BF),BR,-20.543507, -43.752950
SBR00021,Aperam Timóteo steel plant,Brazil,exact,operating,1949,74,900,450,450,,701,701,,,,,,finished rolled,integrated (BF),BR,-19.531272, -42.639979
SBR00017,Gerdau Guaíra Araucária steel plant,Brazil,exact,operating,1982,41,540,,540,,,,,,,,,semi-finished,electric,BR,-25.564041, -49.421729
